code,name,requires,evolves_to,type,HP,stage,count,pack,subpack,illustrator,rarity,generation,pokedex_number,romaji_name,japanese_name,rarity_num
A2 074,Drifblim,A2 073;A2 165;A2b 033,None,Psychic,100.0,Stage 1,1,Space-Time Smackdown,Dialga,Miki Tanaka,◇◇,4.0,426.0,Fuwaride,フワライド,2.0
A2 075,Uxie,None,None,Psychic,70.0,Basic,1,Space-Time Smackdown,Dialga,AKIRA EGAWA,◇◇,4.0,480.0,Yuxie,ユクシー,2.0
A2 075,Uxie,None,None,Psychic,70.0,Basic,1,Space-Time Smackdown,Palkia;Dialga,AKIRA EGAWA,◇◇,4.0,480.0,Yuxie,ユクシー,2.0
A2 076,Mesprit,None,None,Psychic,70.0,Basic,1,Space-Time Smackdown,Dialga,AKIRA EGAWA,◇◇◇,4.0,481.0,Emrit,エムリット,3.0
A2 076,Mesprit,None,None,Psychic,70.0,Basic,1,Space-Time Smackdown,Palkia;Dialga,AKIRA EGAWA,◇◇◇,4.0,481.0,Emrit,エムリット,3.0
A2 077,Azelf,None,None,Psychic,70.0,Basic,1,Space-Time Smackdown,Dialga,AKIRA EGAWA,◇◇,4.0,482.0,Agnome,アグノム,2.0
A2 077,Azelf,None,None,Psychic,70.0,Basic,1,Space-Time Smackdown,Palkia;Dialga,AKIRA EGAWA,◇◇,4.0,482.0,Agnome,アグノム,2.0
A2 078,Giratina,None,None,Psychic,120.0,Basic,0,Space-Time Smackdown,Palkia,AKIRA EGAWA,◇◇◇,4.0,487.0,Giratina (another Forme),ギラティナ,3.0
A2 079,Cresselia,None,None,Psychic,110.0,Basic,0,Space-Time Smackdown,Palkia,Masako Tomii,◇◇◇,4.0,488.0,Cresselia,クレセリア,3.0
A2 080,Rhyhorn,None,A1 157;A2 081,Fighting,80.0,Basic,0,Space-Time Smackdown,Palkia,otumami,◇,1.0,111.0,Sihorn,サイホーン,1.0
A2 081,Rhydon,A1 156;A2 080,A2 082;A2 169,Fighting,110.0,Stage 1,0,Space-Time Smackdown,Palkia,Oswaldo KATO,◇◇,1.0,112.0,Sidon,サイドン,2.0
A2 082,Rhyperior,A1 156;A1 157;A2 080;A2 081,None,Fighting,160.0,Stage 2,0,Space-Time Smackdown,Palkia,Naoki Saito,◇◇◇,4.0,464.0,Dosidon,ドサイドン,3.0
A2 083,Gligar,None,A2 084,Fighting,60.0,Basic,1,Space-Time Smackdown,Dialga,Sanosuke Sakuma,◇,2.0,207.0,Gliger,グライガー,1.0
A2 084,Gliscor,A2 083,None,Fighting,100.0,Stage 1,3,Space-Time Smackdown,Dialga,Mizue,◇◇,4.0,472.0,Glion,グライオン,2.0
A2 085,Hitmontop,None,None,Fighting,80.0,Basic,1,Space-Time Smackdown,Dialga,sowsow,◇,2.0,237.0,Kapoerer,カポエラー,1.0
A2 086,Nosepass,None,A2 118;A2a 057;A2a 085;A2a 094,Fighting,70.0,Basic,2,Space-Time Smackdown,Dialga,Midori Harada,◇,3.0,299.0,Nosepass,ノズパス,1.0
A2 086,Nosepass,None,A2 118;A2a 057;A2a 085;A2a 094,Fighting,70.0,Basic,2,Space-Time Smackdown,Palkia;Dialga,Midori Harada,◇,3.0,299.0,Nosepass,ノズパス,1.0
A2 087,Regirock,None,None,Fighting,120.0,Basic,1,Space-Time Smackdown,Dialga,Tomokazu Komiya,◇◇,3.0,377.0,Regirock,レジロック,2.0
A2 087,Regirock,None,None,Fighting,120.0,Basic,1,Space-Time Smackdown,Palkia;Dialga,Tomokazu Komiya,◇◇,3.0,377.0,Regirock,レジロック,2.0
A2 088,Cranidos,A2 144,A2 089,Fighting,90.0,Stage 1,0,Space-Time Smackdown,Dialga,Kouki Saitou,◇◇,4.0,408.0,Zugaidos,ズガイドス,2.0
A2 089,Rampardos,A2 088,None,Fighting,150.0,Stage 2,0,Space-Time Smackdown,Dialga,Yoshinobu Saito,◇◇◇,4.0,409.0,Rampald,ラムパルド,3.0
A2 090,Wormadam,A2 015;A2a 002,None,Fighting,120.0,Stage 1,1,Space-Time Smackdown,Dialga,Hajime Kusajima,◇,4.0,413.0,Minomadam (kusaki No Mino),ミノマダム,1.0
A2 091,Riolu,None,A2 092;A2 170;A2b 043;A2b 084;A2b 110,Fighting,60.0,Basic,2,Space-Time Smackdown,Dialga,AKIRA EGAWA,◇,4.0,447.0,Riolu,リオル,1.0
A2 092,Lucario,A2 091;A2b 042;A2b 104;PA 059,None,Fighting,100.0,Stage 1,0,Space-Time Smackdown,Dialga,nagimiso,◇◇◇,4.0,448.0,Lucario,ルカリオ,3.0
A2 093,Hippopotas,None,A2 094,Fighting,80.0,Basic,2,Space-Time Smackdown,Palkia,Akira Komayama,◇,4.0,449.0,Hippopotas,ヒポポタス,1.0
A2 094,Hippowdon,A2 093;A2 171,None,Fighting,140.0,Stage 1,0,Space-Time Smackdown,Palkia,KEIICHIRO ITO,◇◇,4.0,450.0,Kabaldon,カバルドン,2.0
A2 095,Gallade ex,A1 130;A1 131;A2 068;A2 069;A3b 097;A3b 098,None,Fighting,170.0,Stage 2,0,Space-Time Smackdown,Dialga,PLANETA CG Works,◇◇◇◇,4.0,475.0,Erureido,エルレイド,4.0
A2 096,Murkrow,None,A2 097,Darkness,60.0,Basic,1,Space-Time Smackdown,Dialga,Yukiko Baba,◇,2.0,198.0,Yamikarasu,ヤミカラス,1.0
A2 097,Honchkrow,A2 096,None,Darkness,100.0,Stage 1,2,Space-Time Smackdown,Dialga,Hideki Ishikawa,◇◇,4.0,430.0,Dongkarasu,ドンカラス,2.0
A2 098,Sneasel,None,A2 099;A2 186;A2 201,Darkness,60.0,Basic,3,Space-Time Smackdown,Palkia,Hasuno,◇,2.0,215.0,Nyula,ニューラ,1.0
A2 099,Weavile ex,A2 098,None,Darkness,140.0,Stage 1,0,Space-Time Smackdown,Palkia,PLANETA CG Works,◇◇◇◇,4.0,461.0,Manyula,マニューラ,4.0
A2 100,Poochyena,None,A2 101,Darkness,60.0,Basic,1,Space-Time Smackdown,Dialga,Midori Harada,◇,3.0,261.0,Pochiena,ポチエナ,1.0
A2 100,Poochyena,None,A2 101,Darkness,60.0,Basic,1,Space-Time Smackdown,Palkia;Dialga,Midori Harada,◇,3.0,261.0,Pochiena,ポチエナ,1.0
A2 101,Mightyena,A2 100,None,Darkness,90.0,Stage 1,1,Space-Time Smackdown,Dialga,Kouki Saitou,◇◇,3.0,262.0,Graena,グラエナ,2.0
A2 101,Mightyena,A2 100,None,Darkness,90.0,Stage 1,1,Space-Time Smackdown,Palkia;Dialga,Kouki Saitou,◇◇,3.0,262.0,Graena,グラエナ,2.0
A2 102,Stunky,None,A2 103,Darkness,70.0,Basic,2,Space-Time Smackdown,Dialga,Kyoko Umemoto,◇,4.0,434.0,Skunpuu,スカンプー,1.0
A2 103,Skuntank,A2 102,None,Darkness,100.0,Stage 1,0,Space-Time Smackdown,Dialga,kirisAki,◇◇,4.0,435.0,Skutank,スカタンク,2.0
A2 104,Spiritomb,None,None,Darkness,80.0,Basic,1,Space-Time Smackdown,Palkia,HYOGONOSUKE,◇◇,4.0,442.0,Mikaruge,ミカルゲ,2.0
A2 105,Skorupi,None,A2 106,Darkness,70.0,Basic,3,Space-Time Smackdown,Dialga,Naoki Saito,◇,4.0,451.0,Scorupi,スコルピ,1.0
A2 105,Skorupi,None,A2 106,Darkness,70.0,Basic,3,Space-Time Smackdown,Palkia;Dialga,Naoki Saito,◇,4.0,451.0,Scorupi,スコルピ,1.0
A2 106,Drapion,A2 105,None,Darkness,120.0,Stage 1,1,Space-Time Smackdown,Dialga,Hitoshi Ariga,◇◇,4.0,452.0,Dorapion,ドラピオン,2.0
A2 106,Drapion,A2 105,None,Darkness,120.0,Stage 1,1,Space-Time Smackdown,Palkia;Dialga,Hitoshi Ariga,◇◇,4.0,452.0,Dorapion,ドラピオン,2.0
A2 107,Croagunk,None,A2 108;A2a 052,Darkness,60.0,Basic,0,Space-Time Smackdown,Dialga,Masakazu Fukuda,◇,4.0,453.0,Gureggru,グレッグル,1.0
A2 108,Toxicroak,A2 107;A2 173;A2a 051,None,Darkness,90.0,Stage 1,0,Space-Time Smackdown,Dialga,Hajime Kusajima,◇◇,4.0,454.0,Dokurog,ドクロッグ,2.0
A2 109,Darkrai,None,None,Darkness,110.0,Basic,0,Space-Time Smackdown,Dialga,Masako Tomii,◇◇◇,4.0,491.0,Darkrai,ダークライ,3.0
A2 110,Darkrai ex,None,None,Darkness,140.0,Basic,0,Space-Time Smackdown,Dialga,PLANETA Yamashita,◇◇◇◇,4.0,491.0,Darkrai,ダークライ,4.0
A2 111,Skarmory,None,None,Metal,80.0,Basic,1,Space-Time Smackdown,Dialga,Oswaldo KATO,◇◇,2.0,227.0,Airmd,エアームド,2.0
A2 111,Skarmory,None,None,Metal,80.0,Basic,1,Space-Time Smackdown,Palkia;Dialga,Oswaldo KATO,◇◇,2.0,227.0,Airmd,エアームド,2.0
A2 112,Registeel,None,None,Metal,110.0,Basic,1,Space-Time Smackdown,Dialga,Tomokazu Komiya,◇◇,3.0,379.0,Registeel,レジスチル,2.0
A2 113,Shieldon,A2 145,A2 114,Metal,100.0,Stage 1,0,Space-Time Smackdown,Palkia,Kouki Saitou,◇◇,4.0,410.0,Tatetops,タテトプス,2.0
A2 114,Bastiodon,A2 113;A2 145,None,Metal,160.0,Stage 2,0,Space-Time Smackdown,Palkia,Kagemaru Himeno,◇◇◇,4.0,411.0,Torideps,トリデプス,3.0
A2 115,Wormadam,A2 015;A2a 002,None,Metal,110.0,Stage 1,0,Space-Time Smackdown,Palkia,Kyoko Umemoto,◇,4.0,413.0,Minomadam (kusaki No Mino),ミノマダム,1.0
A2 116,Bronzor,None,A2 117;A2a 059,Metal,60.0,Basic,2,Space-Time Smackdown,Dialga,Miki Tanaka,◇,4.0,436.0,Dohmirror,ドーミラー,1.0
A2 117,Bronzong,A2 116;A2a 058,None,Metal,120.0,Stage 1,2,Space-Time Smackdown,Dialga,Yuka Morii,◇◇,4.0,437.0,Dohtakun,ドータクン,2.0
A2 118,Probopass,A2 086;A2a 042;PA 045,None,Metal,130.0,Stage 1,3,Space-Time Smackdown,Dialga,MAHOU,◇◇,4.0,476.0,Dainose,ダイノーズ,2.0
A2 118,Probopass,A2 086;A2a 042;PA 045,None,Metal,130.0,Stage 1,3,Space-Time Smackdown,Palkia;Dialga,MAHOU,◇◇,4.0,476.0,Dainose,ダイノーズ,2.0
A2 119,Dialga ex,None,None,Metal,150.0,Basic,1,Space-Time Smackdown,Dialga,PLANETA CG Works,◇◇◇◇,4.0,483.0,Dialga,ディアルガ,4.0
A2 120,Heatran,None,None,Metal,120.0,Basic,0,Space-Time Smackdown,Dialga,Oswaldo KATO,◇◇◇,4.0,485.0,Heatran,ヒードラン,3.0
A2 121,Gible,None,A2 122;A2a 046,Dragon,60.0,Basic,1,Space-Time Smackdown,Palkia,Naoyo Kimura,◇,4.0,443.0,Fukamaru,フカマル,1.0
A2 122,Gabite,A2 121;A2a 045;PA 046,A2 123;A2 175;A2a 047;A2a 084;A2a 093,Dragon,90.0,Stage 1,0,Space-Time Smackdown,Palkia,Shigenori Negishi,◇◇,4.0,444.0,Gabite,ガバイト,2.0
A2 123,Garchomp,A2 121;A2 122;A2a 045;A2a 046;PA 046,None,Dragon,140.0,Stage 2,0,Space-Time Smackdown,Palkia,Atsushi Furusawa,◇◇◇,4.0,445.0,Gaburias,ガブリアス,3.0
A2 124,Lickitung,None,A2 125;A2 189;A2 203;A2b 063,Colorless,80.0,Basic,3,Space-Time Smackdown,Palkia,Yukiko Baba,◇,1.0,108.0,Beroringa,ベロリンガ,1.0
A2 125,Lickilicky ex,A1 201;A2 124;A2b 062,None,Colorless,160.0,Stage 1,0,Space-Time Smackdown,Palkia,PLANETA Igarashi,◇◇◇◇,4.0,463.0,Berobelt,ベロベルト,4.0
A2 126,Eevee,None,A1 045;A1 080;A1 102;A1a 019;A1a 072;A2 020;A2 046;A2a 010;A2a 022;A2a 082;A2a 083;A2a 091;A2a 092;A3b 002;A3b 008;A3b 009;A3b 016;A3b 017;A3b 025;A3b 028;A3b 033;A3b 034;A3b 043;A3b 070;A3b 071;A3b 072;A3b 073;A3b 074;A3b 075;A3b 076;A3b 077;A3b 079;A3b 081;A3b 087;A3b 089;PA 086,Colorless,60.0,Basic,3,Space-Time Smackdown,Dialga,Shibuzoh.,◇,1.0,133.0,Eievui,イーブイ,1.0
A2 126,Eevee,None,A1 045;A1 080;A1 102;A1a 019;A1a 072;A2 020;A2 046;A2a 010;A2a 022;A2a 082;A2a 083;A2a 091;A2a 092;A3b 002;A3b 008;A3b 009;A3b 016;A3b 017;A3b 025;A3b 028;A3b 033;A3b 034;A3b 043;A3b 070;A3b 071;A3b 072;A3b 073;A3b 074;A3b 075;A3b 076;A3b 077;A3b 079;A3b 081;A3b 087;A3b 089;PA 086,Colorless,60.0,Basic,3,Space-Time Smackdown,Palkia;Dialga,Shibuzoh,◇,1.0,133.0,Eievui,イーブイ,1.0
A2 127,Porygon,None,A2 128,Colorless,60.0,Basic,0,Space-Time Smackdown,Palkia,Shin Nagasawa,◇,1.0,137.0,Porygon,ポリゴン,1.0
A2 128,Porygon2,A1 209;A1 249;A2 127,A2 129,Colorless,80.0,Stage 1,0,Space-Time Smackdown,Palkia,sowsow,◇◇,2.0,233.0,Porygon2ポリゴン２,,2.0
A2 129,Porygon-Z,A1 209;A1 249;A2 127;A2 128,None,Colorless,140.0,Stage 2,0,Space-Time Smackdown,Palkia,Shin Nagasawa,◇◇◇,4.0,474.0,Porygon-zポリゴンＺ,,3.0
A2 130,Aipom,None,A2 131;A3b 059,Colorless,60.0,Basic,2,Space-Time Smackdown,Dialga,Miki Tanaka,◇,2.0,190.0,Eipam,エイパム,1.0
A2 130,Aipom,None,A2 131;A3b 059,Colorless,60.0,Basic,2,Space-Time Smackdown,Palkia;Dialga,Miki Tanaka,◇,2.0,190.0,Eipam,エイパム,1.0
A2 131,Ambipom,A2 130;A3b 058,None,Colorless,90.0,Stage 1,2,Space-Time Smackdown,Dialga,Naoyo Kimura,◇,4.0,424.0,Eteboth,エテボース,1.0
A2 131,Ambipom,A2 130;A3b 058,None,Colorless,90.0,Stage 1,2,Space-Time Smackdown,Palkia;Dialga,Naoyo Kimura,◇,4.0,424.0,Eteboth,エテボース,1.0
A2 132,Starly,None,A2 133;A2a 067,Colorless,50.0,Basic,1,Space-Time Smackdown,Palkia,Atsuko Nishida,◇,4.0,396.0,Mukkuru,ムックル,1.0
A2 133,Staravia,A2 132;A2a 066,A2 134;A2 176;A2a 068;PA 047,Colorless,80.0,Stage 1,0,Space-Time Smackdown,Palkia,REND,◇,4.0,397.0,Mukubird,ムクバード,1.0
A2 134,Staraptor,A2 132;A2 133;A2a 066;A2a 067,None,Colorless,140.0,Stage 2,1,Space-Time Smackdown,Palkia,Sekio,◇◇,4.0,398.0,Mukuhawk,ムクホーク,2.0
A2 135,Bidoof,None,A2 136;A2b 065;A2b 087;A2b 095,Colorless,60.0,Basic,2,Space-Time Smackdown,Dialga,Kagemaru Himeno,◇,4.0,399.0,Bippa,ビッパ,1.0
A2 136,Bibarel,A2 135;A2 177;A2b 064;PA 057,None,Colorless,110.0,Stage 1,1,Space-Time Smackdown,Dialga,kirisAki,◇,4.0,400.0,Beadaru,ビーダル,1.0
A2 137,Buneary,None,A2 138;A2b 067,Colorless,60.0,Basic,0,Space-Time Smackdown,Dialga,Narumi Sato,◇,4.0,427.0,Mimirol,ミミロル,1.0
A2 138,Lopunny,A2 137;A2b 066,None,Colorless,90.0,Stage 1,4,Space-Time Smackdown,Dialga,Sanosuke Sakuma,◇,4.0,428.0,Mimilop,ミミロップ,1.0
A2 139,Glameow,None,A2 140,Colorless,60.0,Basic,1,Space-Time Smackdown,Palkia,sowsow,◇,4.0,431.0,Nyarmar,ニャルマー,1.0
A2 140,Purugly,A2 139;A2 178,None,Colorless,110.0,Stage 1,0,Space-Time Smackdown,Palkia,Kagemaru Himeno,◇◇,4.0,432.0,Bunyatto,ブニャット,2.0
A2 141,Chatot,None,None,Colorless,70.0,Basic,2,Space-Time Smackdown,Palkia,HYOGONOSUKE,◇,4.0,441.0,Perap,ペラップ,1.0
A2 142,Fan Rotom,None,None,Colorless,80.0,Basic,3,Space-Time Smackdown,Dialga,Masakazu Fukuda,◇,,,,,1.0
A2 142,Fan Rotom,None,None,Colorless,80.0,Basic,3,Space-Time Smackdown,Palkia;Dialga,Masakazu Fukuda,◇,,,,,1.0
A2 143,Regigigas,None,None,Colorless,140.0,Basic,0,Space-Time Smackdown,Dialga,Tomokazu Komiya,◇◇◇,4.0,486.0,Regigigas,レジギガス,3.0
A2 143,Regigigas,None,None,Colorless,140.0,Basic,0,Space-Time Smackdown,Palkia;Dialga,Tomokazu Komiya,◇◇◇,4.0,486.0,Regigigas,レジギガス,3.0
A2 144,Skull Fossil,None,A2 088,Item,,,2,Space-Time Smackdown,Dialga,Toyste Beach,◇,,,,,1.0
A2 145,Armor Fossil,None,A2 113,Item,,,0,Space-Time Smackdown,Palkia,Toyste Beach,◇,,,,,1.0
A2 146,Pokemon Communication,None,None,Item,,,2,Space-Time Smackdown,Dialga,Ayaka Yoshida,◇◇,,,,,2.0
A2 147,Giant Cape,None,None,Pokémon Tool,,,0,Space-Time Smackdown,Dialga,Ryo Ueda,◇◇,,,,,2.0
A2 148,Rocky Helmet,None,None,Pokémon Tool,,,0,Space-Time Smackdown,Palkia,Ayaka Yoshida,◇◇,,,,,2.0
A2 149,Lum Berry,None,None,Pokémon Tool,,,1,Space-Time Smackdown,Palkia,Yoshinobu Saito,◇◇,,,,,2.0
A2 150,Cyrus,None,None,Supporter,,,1,Space-Time Smackdown,Palkia,akagi,◇◇,,,,,2.0
A2 151,Team Galactic Grunt,None,None,Supporter,,,0,Space-Time Smackdown,Dialga,GOSSAN,◇◇,,,,,2.0
A2 152,Cynthia,None,None,Supporter,,,0,Space-Time Smackdown,Palkia,Ryuta Fuse,◇◇,,,,,2.0
A2 153,Volkner,None,None,Supporter,,,0,Space-Time Smackdown,Dialga,GIDORA,◇◇,,,,,2.0
A2 154,Dawn,None,None,Supporter,,,1,Space-Time Smackdown,Dialga,saino misaki,◇◇,,,,,2.0
A2 155,Mars,None,None,Supporter,,,0,Space-Time Smackdown,Palkia,Yuu Nishida,◇◇,,,,,2.0
A2 156,Tangrowth,A1 024;A2 004,None,Grass,130.0,Stage 1,0,Space-Time Smackdown,Dialga,Saboteri,☆,4.0,465.0,Mojumbo,モジャンボ,5.0
A2 157,Combee,None,A2 018;A2a 005,Grass,50.0,Basic,0,Space-Time Smackdown,Dialga,Shibuzoh.,☆,4.0,415.0,Mitsuhoney,ミツハニー,5.0
A2 158,Carnivine,None,None,Grass,90.0,Basic,0,Space-Time Smackdown,Palkia,Yoriyuki Ikegami,☆,4.0,455.0,Muskippa,マスキッパ,5.0
A2 159,Shaymin,None,None,Grass,60.0,Basic,0,Space-Time Smackdown,Dialga,REND,☆,4.0,492.0,Shaymin (sky Forme),シェイミ,5.0
A2 160,Mamoswine,A2 031;A2 032,None,Water,160.0,Stage 2,0,Space-Time Smackdown,Dialga,OKACHEKE,☆,4.0,473.0,Mammoo,マンムー,5.0
A2 161,Gastrodon,A2 040,None,Water,120.0,Stage 1,0,Space-Time Smackdown,Palkia,takashi shiraishi,☆,4.0,423.0,Tritodon,トリトドン,5.0
A2 162,Manaphy,None,None,Water,50.0,Basic,0,Space-Time Smackdown,Palkia,miki kudo,☆,4.0,490.0,Manaphy,マナフィ,5.0
A2 163,Shinx,None,A2 059;A3a 014,Electric,60.0,Basic,0,Space-Time Smackdown,Dialga,Yuu Nishida,☆,4.0,403.0,Kolink,コリンク,5.0
A2 164,Rotom,None,None,Electric,70.0,Basic,0,Space-Time Smackdown,Palkia,Shimaris Yukichi,☆,4.0,479.0,Rotom,ロトム,5.0
A2 165,Drifloon,None,A2 074;A2b 034,Psychic,50.0,Basic,0,Space-Time Smackdown,Dialga,Orca,☆,4.0,425.0,Fuwante,フワンテ,5.0
A2 166,Mesprit,None,None,Psychic,70.0,Basic,1,Space-Time Smackdown,Dialga,Orca,☆,4.0,481.0,Emrit,エムリット,5.0
A2 167,Giratina,None,None,Psychic,120.0,Basic,0,Space-Time Smackdown,Palkia,Rond,☆,4.0,487.0,Giratina (another Forme),ギラティナ,5.0
A2 168,Cresselia,None,None,Psychic,110.0,Basic,1,Space-Time Smackdown,Palkia,rika,☆,4.0,488.0,Cresselia,クレセリア,5.0
A2 169,Rhyperior,A1 156;A1 157;A2 080;A2 081,None,Fighting,160.0,Stage 2,0,Space-Time Smackdown,Palkia,Taiga Kayama,☆,4.0,464.0,Dosidon,ドサイドン,5.0
A2 170,Lucario,A2 091;A2b 042;A2b 104;PA 059,None,Fighting,100.0,Stage 1,0,Space-Time Smackdown,Dialga,Akira Komayama,☆,4.0,448.0,Lucario,ルカリオ,5.0
A2 171,Hippopotas,None,A2 094,Fighting,80.0,Basic,0,Space-Time Smackdown,Palkia,Teeziro,☆,4.0,449.0,Hippopotas,ヒポポタス,5.0
A2 172,Spiritomb,None,None,Darkness,80.0,Basic,1,Space-Time Smackdown,Palkia,Shinji Kanda,☆,4.0,442.0,Mikaruge,ミカルゲ,5.0
A2 173,Croagunk,None,A2 108;A2a 052,Darkness,60.0,Basic,1,Space-Time Smackdown,Dialga,GOSSAN,☆,4.0,453.0,Gureggru,グレッグル,5.0
A2 174,Heatran,None,None,Metal,120.0,Basic,0,Space-Time Smackdown,Dialga,OKUBO,☆,4.0,485.0,Heatran,ヒードラン,5.0
A2 175,Garchomp,A2 121;A2 122;A2a 045;A2a 046;PA 046,None,Dragon,140.0,Stage 2,0,Space-Time Smackdown,Palkia,MINAMINAMI Take,☆,4.0,445.0,Gaburias,ガブリアス,5.0
A2 176,Staraptor,A2 132;A2 133;A2a 066;A2a 067,None,Colorless,140.0,Stage 2,0,Space-Time Smackdown,Palkia,Ryota Murayama,☆,4.0,398.0,Mukuhawk,ムクホーク,5.0
A2 177,Bidoof,None,A2 136;A2b 065;A2b 087;A2b 095,Colorless,60.0,Basic,0,Space-Time Smackdown,Dialga,Shinya Komatsu,☆,4.0,399.0,Bippa,ビッパ,5.0
A2 178,Glameow,None,A2 140,Colorless,60.0,Basic,0,Space-Time Smackdown,Palkia,matazo,☆,4.0,431.0,Nyarmar,ニャルマー,5.0
A2 179,Regigigas,None,None,Colorless,140.0,Basic,0,Space-Time Smackdown,Dialga,Tetsu Kayama,☆,4.0,486.0,Regigigas,レジギガス,5.0
A2 180,Yanmega ex,A2 006,None,Grass,140.0,Stage 1,0,Space-Time Smackdown,Dialga,PLANETA Tsuji,☆☆,,,,,6.0
A2 181,Infernape ex,A2 027;A2 028;PA 040,None,Fire,170.0,Stage 2,0,Space-Time Smackdown,Palkia,PLANETA CG Works,☆☆,,,,,6.0
A2 182,Palkia ex,None,None,Water,150.0,Basic,0,Space-Time Smackdown,Palkia,PLANETA CG Works,☆☆,,,,,6.0
A2 183,Pachirisu ex,None,None,Electric,120.0,Basic,0,Space-Time Smackdown,Dialga,PLANETA Tsuji,☆☆,,,,,6.0
A2 184,Mismagius ex,A2 066;PA 038,None,Psychic,140.0,Stage 1,0,Space-Time Smackdown,Palkia,PLANETA Tsuji,☆☆,,,,,6.0
A2 185,Gallade ex,A1 130;A1 131;A2 068;A2 069;A3b 097;A3b 098,None,Fighting,170.0,Stage 2,0,Space-Time Smackdown,Dialga,PLANETA CG Works,☆☆,,,,,6.0
A2 186,Weavile ex,A2 098,None,Darkness,140.0,Stage 1,0,Space-Time Smackdown,Palkia,PLANETA CG Works,☆☆,,,,,6.0
A2 187,Darkrai ex,None,None,Darkness,140.0,Basic,0,Space-Time Smackdown,Dialga,PLANETA Yamashita,☆☆,,,,,6.0
A2 188,Dialga ex,None,None,Metal,150.0,Basic,0,Space-Time Smackdown,Dialga,PLANETA CG Works,☆☆,,,,,6.0
A2 189,Lickilicky ex,A1 201;A2 124;A2b 062,None,Colorless,160.0,Stage 1,0,Space-Time Smackdown,Palkia,PLANETA Tsuji,☆☆,,,,,6.0
A2 190,Cyrus,None,None,Supporter,,,0,Space-Time Smackdown,Palkia,akagi,☆☆,,,,,6.0
A2 191,Team Galactic Grunt,None,None,Supporter,,,0,Space-Time Smackdown,Dialga,GOSSAN,☆☆,,,,,6.0
A2 192,Cynthia,None,None,Supporter,,,0,Space-Time Smackdown,Palkia,Ryuta Fuse,☆☆,,,,,6.0
A2 193,Volkner,None,None,Supporter,,,0,Space-Time Smackdown,Dialga,GIDORA,☆☆,,,,,6.0
A2 194,Dawn,None,None,Supporter,,,0,Space-Time Smackdown,Dialga,saino misaki,☆☆,,,,,6.0
A2 195,Mars,None,None,Supporter,,,0,Space-Time Smackdown,Palkia,Yuu Nishida,☆☆,,,,,6.0
A2 196,Yanmega ex,A2 006,None,Grass,140.0,Stage 1,0,Space-Time Smackdown,Dialga,Mina Nakai,☆☆,,,,,6.0
A2 197,Infernape ex,A2 027;A2 028;PA 040,None,Fire,170.0,Stage 2,0,Space-Time Smackdown,Palkia,nagimiso,☆☆,,,,,6.0
A2 198,Pachirisu ex,None,None,Electric,120.0,Basic,0,Space-Time Smackdown,Dialga,Nurikabe,☆☆,,,,,6.0
A2 199,Mismagius ex,A2 066;PA 038,None,Psychic,140.0,Stage 1,0,Space-Time Smackdown,Palkia,Kuroimori,☆☆,,,,,6.0
A2 200,Gallade ex,A1 130;A1 131;A2 068;A2 069;A3b 097;A3b 098,None,Fighting,170.0,Stage 2,0,Space-Time Smackdown,Dialga,Takumi Wada,☆☆,,,,,6.0
A2 201,Weavile ex,A2 098,None,Darkness,140.0,Stage 1,0,Space-Time Smackdown,Palkia,hncl,☆☆,,,,,6.0
A2 202,Darkrai ex,None,None,Darkness,140.0,Basic,0,Space-Time Smackdown,Dialga,Oswaldo KATO,☆☆,,,,,6.0
A2 203,Lickilicky ex,A1 201;A2 124;A2b 062,None,Colorless,160.0,Stage 1,0,Space-Time Smackdown,Palkia,Jerky,☆☆,,,,,6.0
A2 204,Palkia ex,None,None,Water,150.0,Basic,0,Space-Time Smackdown,Palkia,N-DESIGN Inc.,☆☆☆,,,,,7.0
A2 205,Dialga ex,None,None,Metal,150.0,Basic,0,Space-Time Smackdown,Dialga,N-DESIGN Inc.,☆☆☆,,,,,7.0
A2 206,Palkia ex,None,None,Water,150.0,Basic,0,Space-Time Smackdown,Dialga,PLANETA CG Works,♛,,,,,10.0
A2 206,Palkia ex,None,None,Water,150.0,Basic,0,Space-Time Smackdown,Palkia;Dialga,PLANETA CG Works,♛,,,,,10.0
A2 207,Dialga ex,None,None,Metal,150.0,Basic,0,Space-Time Smackdown,Dialga,PLANETA CG Works,♛,,,,,10.0
A2 207,Dialga ex,None,None,Metal,150.0,Basic,0,Space-Time Smackdown,Palkia;Dialga,PLANETA CG Works,♛,,,,,10.0
A2a 001,Heracross,None,None,Grass,100.0,Basic,0,Space-Time Smackdown,Arceus,Satoshi Shirai,◇◇,2.0,214.0,Heracros,ヘラクロス,2.0
A2a 002,Burmy,None,A2 016;A2 090;A2 115;A2a 003,Grass,50.0,Basic,1,Space-Time Smackdown,Arceus,miki kudo,◇,4.0,412.0,Minomucchi,ミノムッチ,1.0
A2a 003,Mothim,A2 015;A2a 002,None,Grass,90.0,Stage 1,1,Space-Time Smackdown,Arceus,MAHOU,◇◇,4.0,414.0,Gamale,ガーメイル,2.0
A2a 004,Combee,None,A2 018;A2a 005,Grass,50.0,Basic,0,Space-Time Smackdown,Arceus,Akira Komayama,◇,4.0,415.0,Mitsuhoney,ミツハニー,1.0
